Level code,Preferred Label,ATC LEVEL
D08AA,"Acridine derivatives, antiseptics and disinfectants",4
D08AA01,ethacridine lactate,5
D08AA02,aminoacridine,5
D08AA03,euflavine,5
D08AB,"Aluminium agents, antiseptics and disinfectants",4
D08AC,Biguanides and amidines as antiseptics and disinfectants,4
D08AC01,dibrompropamidine,5
D08AC02,chlorhexidine,5
D08AC03,propamidine,5
D08AC04,hexamidine,5
D08AC05,polihexanide,5
D08AC52,"chlorhexidine, combinations",5
D08AD,Boric acid antiseptics and disinfectants,4
D08AE,"Phenol and derivatives, antiseptics and disinfectants",4
D08AE01,hexachlorophene,5
D08AE02,policresulen,5
D08AE03,phenol,5
D08AE04,triclosan,5
D08AE05,chloroxylenol,5
D08AE06,biphenylol,5
D08AF,"Nitrofuran derivatives, antiseptics and disinfectants",4
D08AF01,nitrofural,5
D08AG,"Iodine products, antiseptics and disinfectants",4
D08AG01,iodine/octylphenoxypolyglycolether,5
D08AG02,povidone-iodine,5
D08AG03,iodine,5
D08AG04,diiodohydroxypropane,5
D08AH,"Quinoline derivatives, antiseptics and disinfectants",4
D08AH01,dequalinium,5
D08AH02,chlorquinaldol,5
D08AH03,oxyquinoline,5
D08AH30,clioquinol,5
D08AJ,"Quaternary ammonium compounds, antiseptics and disinfectants",4
D08AJ01,benzalkonium,5
D08AJ02,cetrimonium,5
D08AJ03,cetylpyridinium,5
D08AJ04,cetrimide,5
D08AJ05,benzoxonium chloride,5
D08AJ06,didecyldimethylammonium chloride,5
D08AJ08,benzethonium chloride,5
D08AJ10,decamethoxine,5
D08AJ57,"octenidine, combinations",5
D08AJ58,"benzethonium chloride, combinations",5
D08AJ59,"dodeclonium bromide, combinations",5
D08AK,Mercurial antiseptic and disinfectant products,4
D08AK01,mercuric amidochloride,5
D08AK02,phenylmercuric borate,5
D08AK03,mercuric chloride,5
D08AK04,merbromin,5
D08AK05,"mercury, metallic",5
D08AK06,thiomersal,5
D08AK30,mercuric iodide,5
D08AL,"Silver compounds, antiseptics and disinfectants",4
D08AL01,silver nitrate,5
D08AL30,silver,5
D08AX,Other antiseptics and disinfectants in ATC,4
D08AX01,hydrogen peroxide,5
D08AX02,eosin,5
D08AX03,propanol,5
D08AX04,tosylchloramide sodium,5
D08AX05,isopropanol,5
D08AX06,potassium permanganate,5
D08AX07,sodium hypochlorite,5
D08AX08,ethanol,5
D08AX53,"propanol, combinations",5
D09,MEDICATED DRESSINGS,2
D09A,MEDICATED DRESSINGS,3
D09AA,Medicated dressings with antiinfectives,4
D09AA01,framycetin,5
D09AA02,fusidic acid,5
D09AA03,nitrofural,5
D09AA04,phenylmercuric nitrate,5
D09AA05,benzododecinium,5
D09AA06,triclosan,5
D09AA07,cetylpyridinium,5
D09AA08,aluminium chlorohydrate,5
D09AA09,povidone-iodine,5
D09AA10,clioquinol,5
D09AA11,benzalkonium,5
D09AA12,chlorhexidine,5
D09AA13,iodoform,5
D09AB,Zinc bandages,4
D09AB01,zinc bandage without supplements,5
D09AB02,zinc bandage with supplements,5
D09AX,Soft paraffin dressings,4
D10,ANTI-ACNE PREPARATIONS,2
D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,3
D10AA,"Corticosteroids, combinations for treatment of acne",4
D10AA01,fluorometholone,5
D10AA02,methylprednisolone,5
D10AA03,dexamethasone,5
D10AB,"Preparations containing sulfur, anti-acne preparations for topical use",4
D10AB01,bithionol,5
D10AB02,sulfur,5
D10AB03,tioxolone,5
D10AB05,mesulfen,5
D10AD,Retinoids for topical use in acne,4
D10AD01,tretinoin,5
D10AD02,retinol,5
D10AD03,adapalene,5
D10AD04,isotretinoin,5
D10AD05,motretinide,5
D10AD06,trifarotene,5
D10AD51,"tretinoin, combinations",5
D10AD53,"adapalene, combinations",5
D10AD54,"isotretinoin, combinations",5
D10AE,Peroxide anti-acne preparations for topical use,4
D10AE01,benzoyl peroxide,5
D10AE51,"benzoyl peroxide, combinations",5
D10AF,Antiinfectives for treatment of acne,4
D10AF01,clindamycin,5
D10AF02,erythromycin,5
D10AF03,chloramphenicol,5
D10AF04,meclocycline,5
D10AF05,nadifloxacin,5
D10AF06,sulfacetamide,5
D10AF07,minocycline,5
D10AF51,"clindamycin, combinations",5
D10AF52,"erythromycin, combinations",5
D10AX,Other anti-acne preparations for topical use in ATC,4
D10AX01,aluminium chloride,5
D10AX02,resorcinol,5
D10AX03,azelaic acid,5
D10AX04,aluminium oxide,5
D10AX05,dapsone,5
D10AX06,clascoterone,5
D10AX30,various other anti-acne preparation combinations for topical use in ATC,5
D10B,ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE,3
D10BA,Retinoids for treatment of acne,4
D10BA01,isotretinoin,5
D10BX,Other anti-acne preparations for systemic use in ATC,4
D10BX01,ichtasol,5
D11,OTHER DERMATOLOGICAL PREPARATIONS in ATC,2
D11A,OTHER DERMATOLOGICAL PREPARATIONS in ATC,3
D11AA,Antihidrotics,4
D11AA01,glycopyrronium,5
D11AC,Medicated shampoos,4
D11AC01,cetrimide,5
D11AC02,cadmium compounds,5
D11AC03,selenium compounds,5
D11AC06,povidone-iodine,5
D11AC08,sulfur compounds,5
D11AC09,xenysalate,5
D11AC30,other medicated shampoos in ATC,5
D11AE,Androgens for topical use,4
D11AE01,metandienone,5
D11AF,Wart and anti-corn preparations,4
D11AH,"Agents for dermatitis, excluding corticosteroids",4
D11AH01,tacrolimus,5
D11AH02,pimecrolimus,5
D11AH03,cromoglicic acid,5
D11AH04,alitretinoin,5
D11AH05,dupilumab,5
D11AH06,crisaborole,5
D11AH07,tralokinumab,5
D11AH08,abrocitinib,5
D11AH09,ruxolitinib,5
D11AH10,lebrikizumab,5
D11AH11,delgocitinib,5
D11AH12,nemolizumab,5
D11AX,OTHER DERMATOLOGICAL PREPARATIONS IN ATC,4
D11AX01,minoxidil,5
D11AX02,gamolenic acid,5
D11AX03,calcium gluconate,5
D11AX04,lithium succinate,5
D11AX05,magnesium sulfate,5
D11AX06,mequinol,5
D11AX08,tiratricol,5
D11AX09,oxaceprol,5
D11AX10,finasteride,5
D11AX11,hydroquinone,5
D11AX12,pyrithione zinc,5
D11AX13,monobenzone,5
D11AX16,eflornithine,5
D11AX18,diclofenac,5
D11AX21,brimonidine,5
D11AX22,ivermectin,5
D11AX23,aminobenzoate potassium,5
D11AX24,deoxycholic acid,5
D11AX25,hydrogen peroxide,5
D11AX26,caffeine,5
D11AX27,oxymetazoline,5
D11AX52,"gamolenic acid, combinations",5
D11AX57,"collagen, combinations",5
G,GENITO URINARY SYSTEM AND SEX HORMONES,1
G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,2
G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",3
G01AA,"Antibiotics, Gynecological",4
G01AA01,nystatin,5
G01AA02,natamycin,5
G01AA03,amphotericin B,5
G01AA04,candicidin,5
G01AA05,chloramphenicol,5
G01AA06,hachimycin,5
G01AA07,oxytetracycline,5
G01AA08,carfecillin,5
G01AA09,mepartricin,5
G01AA10,clindamycin,5
G01AA11,pentamycin,5
G01AA51,"nystatin, combinations",5
G01AB,"Arsenic compounds, Gynecological",4
G01AB01,acetarsol,5
G01AC,Quinoline gynecological antiinfectives,4
G01AC01,diiodohydroxyquinoline,5
G01AC02,clioquinol,5
G01AC03,chlorquinaldol,5
G01AC05,dequalinium,5
G01AC06,broxyquinoline,5
G01AC30,oxyquinoline,5
G01AD,"Organic acids, Gynecological",4
G01AD01,lactic acid,5
G01AD02,acetic acid,5
G01AD03,ascorbic acid,5
G01AE,"Sulfonamides, Gynecological",4
G01AE01,sulfatolamide,5
G01AE10,combinations of sulfonamides,5
G01AF,"Imidazole derivatives, gyncological antiinfectives",4
G01AF01,metronidazole,5
G01AF02,clotrimazole,5
G01AF04,miconazole,5
G01AF05,econazole,5
G01AF06,ornidazole,5
G01AF07,isoconazole,5
G01AF08,tioconazole,5
G01AF11,ketoconazole,5
G01AF12,fenticonazole,5
G01AF13,azanidazole,5
G01AF14,propenidazole,5
G01AF15,butoconazole,5
G01AF16,omoconazole,5
G01AF17,oxiconazole,5
G01AF18,flutrimazole,5
G01AF19,sertaconazole,5
G01AF20,combinations of imidazole derivatives,5
G01AF21,tinidazole,5
G01AF55,"econazole, combinations",5
G01AG,"Triazole derivatives, gynecological antiinfectives and antiseptics",4
G01AG02,terconazole,5
G01AX,Other gynecological antiinfectives and antiseptics in ATC,4
G01AX01,clodantoin,5
G01AX02,inosine,5
G01AX03,policresulen,5
G01AX05,nifuratel,5
G01AX06,furazolidone,5
G01AX09,methylrosaniline,5
G01AX11,povidone-iodine,5
G01AX12,ciclopirox,5
G01AX13,protiofate,5
G01AX14,lactobacillus,5
G01AX15,copper usnate,5
G01AX16,hexetidine,5
G01AX17,dapivirine,5
G01AX66,"octenidine, combinations",5
G01B,ANTIINFECTIVES/ANTISEPTICS IN COMBINATION WITH CORTICOSTEROIDS,3
G01BA,Antibiotics and corticosteroids,4
G01BC,Quinoline derivative antiinfectives/antiseptics and corticosteroids,4
G01BD,Antiseptics and corticosteroids,4
G01BE,Sulfonamides antiinfectives/antiseptics and corticosteroids,4
G01BF,Imidazole derivatives antiinfectives/antiseptics and corticosteroids,4
G02,OTHER GYNECOLOGICALS in ATC,2
G02A,UTEROTONICS,3
G02AB,Ergot alkaloid oxytocics,4
G02AB01,methylergometrine,5
G02AB02,ergot alkaloids,5
G02AB03,ergometrine,5
G02AC,"Ergot alkaloids and oxytocin incl. analogues, in combination",4
G02AC01,methylergometrine and oxytocin,5
G02AD,"Prostaglandins, oxytocics",4
G02AD01,dinoprost,5
G02AD02,dinoprostone,5
G02AD03,gemeprost,5
G02AD04,carboprost,5
G02AD05,sulprostone,5
G02AD06,misoprostol,5
G02AX,Other uterotonics in ATC,4
G02B,CONTRACEPTIVES FOR TOPICAL USE,3
G02BA,Intrauterine contraceptives,4
G02BA01,plastic IUD,5
G02BA02,plastic IUD with copper,5
G02BA03,plastic IUD with progestogen,5
G02BB,Intravaginal contraceptives,4
G02BB01,vaginal ring with progestogen and estrogen,5
G02BB02,vaginal ring with progestogen,5
G02C,OTHER GYNECOLOGICALS in ATC,3
G02CA,"Sympathomimetics, labour repressants",4
G02CA01,ritodrine,5
G02CA02,buphenine,5
G02CA03,fenoterol,5
G02CB,Prolactine inhibitors,4
G02CB01,bromocriptine,5
G02CB02,lisuride,5
G02CB03,cabergoline,5
G02CB04,quinagolide,5
G02CB05,metergoline,5
G02CB06,terguride,5
G02CC,Antiinflammatory products for vaginal administration,4
G02CC01,ibuprofen,5
G02CC02,naproxen,5
G02CC03,benzydamine,5
G02CC04,flunoxaprofen,5
G02CX,Other gynecologicals in ATC,4
G02CX01,atosiban,5
G02CX02,flibanserin,5
G02CX03,Agni casti fructus,5
G02CX04,Cimicifugae rhizoma,5
G02CX05,bremelanotide,5
G02CX06,fezolinetant,5
G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,2
G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,3
G03AA,"Progestogens and estrogen systemic contraceptives, fixed combinations",4
G03AA01,etynodiol and ethinylestradiol,5
G03AA02,quingestanol and ethinylestradiol,5
G03AA03,lynestrenol and ethinylestradiol,5
G03AA04,megestrol and ethinylestradiol,5
G03AA05,norethisterone and ethinylestradiol,5
G03AA06,norgestrel and ethinylestradiol,5
G03AA07,levonorgestrel and ethinylestradiol,5
G03AA08,medroxyprogesterone and ethinylestradiol,5
G03AA09,desogestrel and ethinylestradiol,5
G03AA10,gestodene and ethinylestradiol,5
G03AA11,norgestimate and ethinylestradiol,5
G03AA12,drospirenone and ethinylestradiol,5
G03AA13,norelgestromin and ethinylestradiol,5
G03AA14,nomegestrol and estradiol,5
G03AA15,chlormadinone and ethinylestradiol,5
G03AA16,dienogest and ethinylestradiol,5
G03AA17,medroxyprogesterone and estradiol,5
G03AA18,drospirenone and estetrol,5
G03AB,"Progestogens and estrogens systemic contraceptives, sequential preparations",4
G03AB01,megestrol and ethinylestradiol,5
G03AB02,lynestrenol and ethinylestradiol,5
G03AB03,levonorgestrel and ethinylestradiol,5
G03AB04,norethisterone and ethinylestradiol,5
G03AB05,desogestrel and ethinylestradiol,5
G03AB06,gestodene and ethinylestradiol,5
G03AB07,chlormadinone and ethinylestradiol,5
G03AB08,dienogest and estradiol,5
G03AB09,norgestimate and ethinylestradiol,5
G03AC,Progestogen systemic hormonal contraceptives,4
G03AC01,norethisterone,5
G03AC02,lynestrenol,5
G03AC03,levonorgestrel,5
G03AC04,quingestanol,5
G03AC05,megestrol,5
G03AC06,medroxyprogesterone,5
G03AC07,norgestrienone,5
G03AC08,etonogestrel,5
G03AC09,desogestrel,5
G03AC10,drospirenone,5
G03AD,Emergency contraceptive drugs,4
G03AD01,levonorgestrel,5
G03AD02,ulipristal,5
G03B,ANDROGENS,3
G03BA,3-oxoandrosten (4) derivatives,4
G03BA01,fluoxymesterone,5
G03BA02,methyltestosterone,5
G03BA03,testosterone,5
G03BB,5-androstanon (3) derivatives,4
G03BB01,mesterolone,5
G03BB02,androstanolone,5
G03C,"ESTROGENS, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM",3
G03CA,"Natural and semisynthetic estrogens, plain",4
G03CA01,ethinylestradiol,5
G03CA03,estradiol,5
G03CA04,estriol,5
G03CA06,chlorotrianisene,5
G03CA07,estrone,5
G03CA09,promestriene,5
G03CA53,"estradiol, combinations",5
G03CA57,conjugated estrogens,5
G03CB,"Synthetic estrogens, plain",4
G03CB01,dienestrol,5
G03CB02,diethylstilbestrol,5
G03CB03,methallenestril,5
G03CB04,moxestrol,5
G03CC,"Estrogens, combinations with other drugs",4
G03CC02,dienestrol,5
G03CC03,methallenestril,5
G03CC04,estrone,5
G03CC05,diethylstilbestrol,5
G03CC06,estriol,5
G03CC07,conjugated estrogens and bazedoxifene,5
G03CX,Other estrogens in ATC,4
G03CX01,tibolone,5
G03D,PROGESTOGEN SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,3
G03DA,"Pregnen (4) derivatives, progestogens",4
G03DA01,gestonorone,5
G03DA02,medroxyprogesterone,5
G03DA03,hydroxyprogesterone,5
G03DA04,progesterone,5
G03DB,"Pregnadien derivatives, progestogens",4
G03DB01,dydrogesterone,5
G03DB02,megestrol,5
G03DB03,medrogestone,5
G03DB04,nomegestrol,5
G03DB05,demegestone,5
G03DB06,chlormadinone,5
G03DB07,promegestone,5
G03DB08,dienogest,5
G03DC,"Estren derivatives, sex hormones and modulators of the genital system",4
G03DC01,allylestrenol,5
G03DC02,norethisterone,5
G03DC03,lynestrenol,5
G03DC04,ethisterone,5
G03DC06,etynodiol,5
G03DC31,methylestrenolone,5
G03E,ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,3
G03EA,Androgens and estrogens,4
G03EA01,methyltestosterone and estrogen,5
G03EA02,testosterone and estrogen,5
G03EA03,prasterone and estrogen,5
G03EB,"Androgen, progestogen and estrogen in combination",4
G03EK,Androgens and female sex hormones in combination with other drugs,4
G03EK01,methyltestosterone,5
G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,3
G03FA,"Progestogens and estrogens, fixed combinations",4
G03FA01,norethisterone and estrogen,5
G03FA02,hydroxyprogesterone and estrogen,5
G03FA03,ethisterone and estrogen,5
G03FA04,progesterone and estrogen,5
G03FA05,methylnortestosterone and estrogen,5
G03FA06,etynodiol and estrogen,5
G03FA07,lynestrenol and estrogen,5
G03FA08,megestrol and estrogen,5
G03FA09,noretynodrel and estrogen,5
G03FA10,norgestrel and estrogen,5
G03FA11,levonorgestrel and estrogen,5
G03FA12,medroxyprogesterone and estrogen,5
G03FA13,norgestimate and estrogen,5
G03FA14,dydrogesterone and estrogen,5
G03FA15,dienogest and estrogen,5
G03FA16,trimegestone and estrogen,5
G03FA17,drospirenone and estrogen,5
G03FB,"Progestogens and estrogens, sequential preparations",4
G03FB01,norgestrel and estrogen,5
G03FB02,lynestrenol and estrogen,5
G03FB03,chlormadinone and estrogen,5
G03FB04,megestrol and estrogen,5
G03FB05,norethisterone and estrogen,5
G03FB06,medroxyprogesterone and estrogen,5
G03FB07,medrogestone and estrogen,5
G03FB08,dydrogesterone and estrogen,5
G03FB09,levonorgestrel and estrogen,5
G03FB10,desogestrel and estrogen,5
G03FB11,trimegestone and estrogen,5
G03FB12,nomegestrol and estrogen,5
G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,3
G03GA,Gonadotropins,4
G03GA01,chorionic gonadotrophin,5
G03GA02,human menopausal gonadotrophin,5
G03GA03,serum gonadotrophin,5
G03GA04,urofollitropin,5
G03GA05,follitropin alfa,5
G03GA06,follitropin beta,5
G03GA07,lutropin alfa,5
G03GA08,choriogonadotropin alfa,5
G03GA09,corifollitropin alfa,5
G03GA10,follitropin delta,5
G03GA30,gonadotropin combinations,5
G03GB,"Ovulation stimulants, synthetic",4
G03GB01,cyclofenil,5
G03GB02,clomifene,5
G03GB03,epimestrol,5
G03H,ANTIANDROGEN SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,3
G03HA,"Antiandrogens, plain",4
G03HA01,cyproterone,5
G03HB,Antiandrogens and estrogens,4
G03HB01,cyproterone and estrogen,5
G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM in ATC,3
G03XA,Antigonadotropins and similar agents,4
G03XA01,danazol,5
G03XA02,gestrinone,5
G03XB,"Progesterone receptor modulators, sex hormones and modulators of the genital system",4
G03XB01,mifepristone,5
G03XB02,ulipristal,5
G03XB51,"mifepristone, combinations",5
G03XC,Selective estrogen receptor modulators,4
G03XC01,raloxifene,5
G03XC02,bazedoxifene,5
G03XC03,lasofoxifene,5
G03XC04,ormeloxifene,5
G03XC05,ospemifene,5
G03XX,Other sex hormones and modulators of the genital system in ATC,4
G03XX01,prasterone,5
G04,UROLOGICALS,2
G04B,UROLOGICALS,3
G04BA,Acidifiers,4
G04BA01,ammonium chloride,5
G04BA03,calcium chloride,5
G04BC,Urinary concrement solvents,4
G04BD,Drugs for urinary frequency and incontinence,4
G04BD01,emepronium,5
G04BD02,flavoxate,5
G04BD03,meladrazine,5
G04BD04,oxybutynin,5
G04BD05,terodiline,5
G04BD06,propiverine,5
G04BD07,tolterodine,5
G04BD08,solifenacin,5
G04BD09,trospium,5
G04BD10,darifenacin,5
G04BD11,fesoterodine,5
G04BD12,mirabegron,5
G04BD13,desfesoterodine,5
G04BD14,imidafenacin,5
G04BD15,vibegron,5
G04BE,Drugs used in erectile dysfunction,4
G04BE01,alprostadil,5
G04BE02,papaverine,5
G04BE03,sildenafil,5
G04BE04,yohimbine,5
G04BE06,moxisylyte,5
G04BE07,apomorphine,5
G04BE08,tadalafil,5
G04BE09,vardenafil,5
G04BE10,avanafil,5
G04BE11,udenafil,5
G04BE30,combination drugs used in erectile dysfunction,5
G04BE52,"papaverine, combinations",5
G04BX,Other urologicals in ATC,4
G04BX01,magnesium hydroxide,5
G04BX03,acetohydroxamic acid,5
G04BX06,phenazopyridine,5
G04BX10,succinimide,5
G04BX11,collagen,5
G04BX12,phenyl salicylate,5
G04BX13,dimethyl sulfoxide,5
G04BX14,dapoxetine,5
G04BX15,pentosan polysulfate sodium,5
G04BX16,tiopronin,5
G04BX17,sodium salicylate and methenamine,5
G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,3
G04CA,"Alpha-adrenoreceptor antagonists, benign prostatic hypertrophy",4
G04CA01,alfuzosin,5
G04CA02,tamsulosin,5
G04CA03,terazosin,5
G04CA04,silodosin,5
G04CA51,alfuzosin and finasteride,5
G04CA52,tamsulosin and dutasteride,5
G04CA53,tamsulosin and solifenacin,5
G04CA54,tamsulosin and tadalafil,5
G04CA55,doxazosin and finasteride,5
G04CB,Testosterone-5-alpha reductase inhibitors for benign prostatic hypertrophy,4
G04CB01,finasteride,5
G04CB02,dutasteride,5
G04CB51,finasteride and tadalafil,5
G04CX,Other drugs used in benign prostatic hypertrophy in ATC,4
G04CX01,Prunus africanae cortex,5
G04CX02,Sabalis serrulatae fructus,5
G04CX03,mepartricin,5
G04CX04,fexapotide,5
H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",1
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,2
H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,3
H01AA,ACTH and synthetic analog preparations,4
H01AA01,corticotropin,5
H01AA02,tetracosactide,5
H01AB,Thyrotropin Class in ATC,4
H01AB01,thyrotropin alfa,5
H01AC,Somatropin and somatropin agonists,4
H01AC01,somatropin,5
H01AC02,somatrem,5
H01AC03,mecasermin,5
H01AC04,sermorelin,5
H01AC05,mecasermin rinfabate,5
H01AC06,tesamorelin,5
H01AC07,somapacitan,5
H01AC08,somatrogon,5
H01AC09,lonapegsomatropin,5
H01AX,Other anterior pituitary lobe hormones and analogues in ATC,4
H01AX01,pegvisomant,5
H01B,POSTERIOR PITUITARY LOBE HORMONES,3
H01BA,Vasopressin and analogues,4
H01BA01,vasopressin (argipressin),5
H01BA02,desmopressin,5
H01BA03,lypressin,5
H01BA04,terlipressin,5
H01BA05,ornipressin,5
H01BB,Oxytocin and analogues,4
H01BB01,demoxytocin,5
H01BB02,oxytocin,5
H01BB03,carbetocin,5
H01C,HYPOTHALAMIC HORMONES,3
H01CA,Gonadotropin-releasing hormones,4
H01CA01,gonadorelin,5
H01CA02,nafarelin,5
H01CB,Somatostatin and analogues,4
H01CB01,somatostatin,5
H01CB02,octreotide,5
H01CB03,lanreotide,5
H01CB04,vapreotide,5
H01CB05,pasireotide,5
H01CC,Anti-gonadotropin-releasing hormones,4
H01CC01,ganirelix,5
H01CC02,cetrorelix,5
H01CC03,elagolix,5
H01CC04,linzagolix,5
H01CC53,"elagolix, estradiol and norethisterone",5
H01CC54,"relugolix, estradiol and norethisterone",5
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2
H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",3
H02AA,"Mineralocorticoids for systemic use, plain",4
H02AA01,aldosterone,5
H02AA02,fludrocortisone,5
H02AA03,desoxycortone,5
H02AB,"Glucocorticoids, Systemic",4
H02AB01,betamethasone,5
H02AB02,dexamethasone,5
H02AB03,fluocortolone,5
H02AB04,methylprednisolone,5
H02AB05,paramethasone,5
H02AB06,prednisolone,5
